customer_Id,firstname,lastname,DOB,marital_status,Gender,city_code,City_name
272088,Karla,Goel,8/9/1970,Single,M,5,Anaheim
273583,Ernest,Wu,8/9/1970,Married,M,5,Anaheim
267490,Ross,Vazquez,9/9/1970,Married,F,4,seattle
268709,Theodore,Gill,9/9/1970,Married,F,,
267536,Russell,Shen,10/9/1970,Single,M,3,New_Jersey
271286,Melinda,Gill,10/9/1970,Single,M,1,New_york
273517,James,Williams,11/9/1970,Single,M,5,Anaheim
268365,Angela,James,12/9/1970,Married,M,5,Anaheim
266959,Megan,Walker,13-09-1970,Single,F,1,New_york
272408,Hunter,Robinson,13-09-1970,Single,M,6,Chicago
271177,Maria,Roberts,14-09-1970,Single,F,5,Anaheim
274180,Hannah,Long,14-09-1970,Married,M,6,Chicago
267613,Jason,Wright,15-09-1970,Single,M,3,New_Jersey
270748,Brianna,Hughes,17-09-1970,Single,M,5,Anaheim
274682,Maurice,Tang,19-09-1970,Single,M,10,Milwaukee
266822,Emily,Wood,20-09-1970,Single,F,9,California
272017,Chase,Cox,22-09-1970,Single,M,8,Kansas_City
267424,Gabriel,Wang,22-09-1970,Married,M,7,Detroit
272402,Devin,Brooks,23-09-1970,Single,F,10,Milwaukee
274194,Jocelyn,Alexander,24-09-1970,Married,M,5,Anaheim
274232,Ashley,Martinez,26-09-1970,Single,F,5,Anaheim
272777,Jasmine, Barnes,29-09-1970,Single,M,7,Detroit
273372,David, Rodriguez,29-09-1970,Single,F,1,New_york
273398,Bryce,Richardson,1/10/1970,Married,F,1,New_york
267707,Carol, Howard,2/10/1970,Married,F,2,Dallas
273170,Jonathan,Hill,3/10/1970,Single,F,8,Kansas_City
271924,Gabrielle,Adams,3/10/1970,Married,M,5,Anaheim
270446,Sarah,Thomas,5/10/1970,Single,M,10,Milwaukee
273353,Nicholas,Robinson,7/10/1970,Married,F,4,seattle
270331,Luis,Wang,8/10/1970,Single,F,10,Milwaukee
269676,Mason,Roberts,9/10/1970,Married,M,8,Kansas_City
269919,Jose,Flores,11/10/1970,Married,M,1,New_york
268312,Nathan,Johnson,12/10/1970,Married,F,9,California
267959,Molly,Rodriguez,12/10/1970,Married,M,6,Chicago
268998,April,Anand,12/10/1970,Married,F,7,Detroit
272784,Devin,Martin,14-10-1970,Married,F,8,Kansas_City
270619,Stephanie,Torres,16-10-1970,Single,M,6,Chicago
274865,Jasmine,Lee,18-10-1970,Single,F,8,Kansas_City
273705,Meghan,Hernandez,20-10-1970,Single,M,5,Anaheim
268772,Ashley,Henderson,20-10-1970,Single,F,3,New_Jersey
266972,Sarah,Price,21-10-1970,Single,M,7,Detroit
269235,Jennifer,Cooper,22-10-1970,Married,F,4,seattle
270938,Catherine,Morris,23-10-1970,Married,F,9,California
271959,Lawrence,Blanco,26-10-1970,Single,M,9,California
272168,Carson,Bryant,26-10-1970,Married,M,2,Dallas
271587,Kristi,Perez,27-10-1970,Single,F,10,Milwaukee
273929,James,Brown,28-10-1970,Married,M,5,Anaheim
268697,Ian,Gray,29-10-1970,Married,F,1,New_york
270567,Jacqueline,Price,1/11/1970,Married,M,8,Kansas_City
268635,Megan,Henderson,1/11/1970,Married,M,4,seattle
275166,Alfredo,Romero,5/11/1970,Married,M,10,Milwaukee
267603,Andrea,Morris,6/11/1970,Married,F,1,New_york
266954,Brooke,Sanders,6/11/1970,Single,M,4,seattle
267396,Jacqueline,Bennett,13-11-1970,Married,M,9,California
272922,Jason,Griffin,14-11-1970,Married,F,7,Detroit
268481,Amanda,Foster,15-11-1970,Married,F,3,New_Jersey
268084,Alexia,Price,18-11-1970,Married,M,1,New_york
274493,Luis,Diaz,19-11-1970,Married,M,5,Anaheim
273222,Destiny,Rivera,19-11-1970,Married,M,6,Chicago
270316,Abby,Fernandez,19-11-1970,Married,M,4,seattle
270945,Blake, Flores ,23-11-1970,Married,M,1,New_york
275123,Danielle,Cox,23-11-1970,Single,M,9,California
267589, Maria , Reed,24-11-1970,Married,F,9,California
269243, Allison ,Evans,25-11-1970,Married,F,7,Detroit
273122,Edward,Wood,28-11-1970,Married,M,4,seattle
274486,Samantha,Russell,29-11-1970,Married,M,9,California
273556,Chloe,Campbell,1/12/1970,Married,M,3,New_Jersey
270352,Stephanie,Murphy,4/12/1970,Single,M,2,Dallas
275200,Charles,Miller,4/12/1970,Single,M,8,Kansas_City
272212,Ana,Perry,10/12/1970,Married,M,4,seattle
273169,Jasmine,Torres,12/12/1970,Single,F,3,New_Jersey
273664,Natalie,Adams,13-12-1970,Single,M,6,Chicago
267851,Olivia,Brown,13-12-1970,Single,M,3,New_Jersey
268636,Charles,Cook,15-12-1970,Married,M,4,seattle
269458,Erica,Huang,16-12-1970,Married,F,10,Milwaukee
269867,Nathan,Perry,17-12-1970,Married,F,1,New_york
270218,Alexandra,Rivera,18-12-1970,Married,F,8,Kansas_City
272117,Hailey,Patterson,19-12-1970,Single,M,10,Milwaukee
268282,Tiffany,Li,22-12-1970,Single,F,1,New_york
268578,Madison,Lee,24-12-1970,Married,M,7,Detroit
270768,Sydney,Ross,27-12-1970,Married,M,10,Milwaukee
269715,Marshall,Chavez,2/1/1971,Single,M,10,Milwaukee
267512,Ashley,Jones,7/1/1971,Married,F,7,Detroit
267618, Adrian ,Stewart,8/1/1971,Single,M,2,Dallas
267359,Amber,Turner,8/1/1971,Married,M,1,New_york
272126,Dennis,Zhang,10/1/1971,Married,M,9,California
274990,Hailey,Bryant,10/1/1971,Married,M,9,California
269471,Todd,Li,10/1/1971,Married,F,2,Dallas
270080,Anna,Griffin,11/1/1971,Single,M,8,Kansas_City
274669,Angel,Stewart,11/1/1971,Married,F,9,California
275111,Jeremy,Butler,12/1/1971,Single,M,8,Kansas_City
269574,Clarence,Anand,14-01-1971,Single,F,5,Anaheim
273602,Mayra,Prasad,15-01-1971,Single,M,2,Dallas
267558,Latoya,Goel,17-01-1971,Married,M,6,Chicago
271776,Anne,Hernandez,22-01-1971,Married,F,10,Milwaukee
272992,Lisa,Cai,22-01-1971,Single,F,1,New_york
274215,Larry,Munoz,23-01-1971,Married,M,8,Kansas_City
272536,Robin,Alvarez,28-01-1971,Married,M,2,Dallas
274101,Alexis,Coleman,1/2/1971,Single,M,1,New_york
270120,Ricky,Vazquez,1/2/1971,Married,F,9,California
274913,Latasha,Rubio,2/2/1971,Married,M,8,Kansas_City
271323,Claudia,Zhou,2/2/1971,Single,M,1,New_york
268744,Tristan,Alexander,6/2/1971,Married,F,2,Dallas
271900,Cindy,Patel,8/2/1971,Married,M,9,California
272594,Shannon,Liu,9/2/1971,Married,M,10,Milwaukee
272418,Xavier,Long,13-02-1971,Single,F,6,Chicago
270738,Nicholas,Thompson,14-02-1971,Single,F,1,New_york
272874,Jos├®,Hernandez,15-02-1971,Married,F,1,New_york
270427,Johnathan,Vance,15-02-1971,Married,F,5,Anaheim
271975,Colin,Lin,16-02-1971,Married,M,2,Dallas
269139,Katelyn,Hernandez,20-02-1971,Married,M,3,New_Jersey
268813,Jacqueline,Powell,21-02-1971,Single,M,7,Detroit
269091,Xavier,Hill,23-02-1971,Married,F,10,Milwaukee
268583,Victoria  ,Stewart,23-02-1971,Married,F,8,Kansas_City
270534,Katelyn,Kelly,24-02-1971,Married,M,7,Detroit
274978,Stephanie,Collins,26-02-1971,Married,M,9,California
270393,Jennifer,Simmons,26-02-1971,Married,F,1,New_york
266794,Trinity,Richardson,28-02-1971,Married,F,9,California
266886,Eduardo,Martin,28-02-1971,Single,M,1,New_york
272497,Elizabeth,Jones,1/3/1971,Married,M,10,Milwaukee
273545,Taylor,Howard,1/3/1971,Single,M,3,New_Jersey
270252,David,Diaz,2/3/1971,Single,M,5,Anaheim
267101,Katelyn,Carter,2/3/1971,Married,M,8,Kansas_City
270631,Ryan,Foster,5/3/1971,Married,F,8,Kansas_City
267818,Robert,Lee,7/3/1971,Married,M,2,Dallas
267742,Danielle,Reed,8/3/1971,Single,M,5,Anaheim
275023,Lauren,Martinez,9/3/1971,Single,M,6,Chicago
271019,Nathan,Lal,9/3/1971,Married,F,5,Anaheim
271718,Kyle,Foster,10/3/1971,Married,F,6,Chicago
271905,Jenny,Rai,11/3/1971,Married,F,2,Dallas
267976,Nancy,Chapman,11/3/1971,Married,F,10,Milwaukee
270921,Charles,Jackson,14-03-1971,Married,F,7,Detroit
270770,Jonathan,Phillips,15-03-1971,Single,M,5,Anaheim
275172,Amanda,Cook,16-03-1971,Married,F,1,New_york
270711,Robert,Collins,17-03-1971,Married,F,7,Detroit
268581,Megan,Barnes,17-03-1971,Single,F,9,California
274073,Christian,Thomas,18-03-1971,Married,M,10,Milwaukee
272009,Arturo,Lal,19-03-1971,Married,M,8,Kansas_City
267346,Theresa,Serrano,19-03-1971,Married,M,7,Detroit
274839,Jeremy,Anderson,19-03-1971,Married,F,7,Detroit
267269,Hunter,Griffin,21-03-1971,Married,F,4,seattle
274441,Henry,Garcia,22-03-1971,Married,M,1,New_york
272940,Cindy,Sanchez,25-03-1971,Married,F,1,New_york
274807,Maria,Carter,28-03-1971,Married,F,7,Detroit
267240,Katelyn,Sanchez,29-03-1971,Married,M,6,Chicago
268670,Jenna,Wright,1/4/1971,Married,M,9,California
267350,Seth,Phillips,1/4/1971,Single,F,9,California
269218,Luke,Long,6/4/1971,Single,M,8,Kansas_City
270002,Dalton,Clark,8/4/1971,Married,M,7,Detroit
271651,Taylor,Lewis,10/4/1971,Single,F,1,New_york
269658,Haley,Richardson,11/4/1971,Single,F,6,Chicago
268500,Noah,Coleman,13-04-1971,Single,F,7,Detroit
267228,Jon,Luo,14-04-1971,Married,F,6,Chicago
268657,Orlando,Vazquez,18-04-1971,Married,F,8,Kansas_City
267032,Fernando,Barnes,21-04-1971,Married,F,4,seattle
268342,Cameron,Rodriguez,21-04-1971,Married,M,7,Detroit
271489,Spencer,Russell,21-04-1971,Single,M,9,California
267078,Julia,Coleman,22-04-1971,Single,M,5,Anaheim
267463,Julia,Garcia,22-04-1971,Married,F,4,seattle
274960,Sean,Evans,24-04-1971,Married,F,9,California
273358,Micah,Zhou,25-04-1971,Married,F,8,Kansas_City
267098,Hunter,Rodriguez,27-04-1971,Married,F,9,California
273781,Ian,Gonzales,28-04-1971,Married,F,3,New_Jersey
272037,Victoria,Lewis,29-04-1971,Single,F,7,Detroit
271485,Erin,Sanders,1/5/1971,Single,M,10,Milwaukee
268909,Gabrielle,Lopez,1/5/1971,Single,M,2,Dallas
271684,Sara,Richardson,4/5/1971,Single,M,4,seattle
272672,Trevor,Jenkins,5/5/1971,Single,F,10,Milwaukee
274551,Mya,Flores,6/5/1971,Single,M,3,New_Jersey
273807,Hailey,Ward,8/5/1971,Single,M,9,California
274818,Luke,Allen,8/5/1971,Married,M,4,seattle
274092,Victoria,Russell,10/5/1971,Single,M,9,California
274008,Jessica,Wilson,11/5/1971,Single,M,6,Chicago
269935,Jade,Bailey,11/5/1971,Married,F,4,seattle
274549,Morgan,Hill,13-05-1971,Married,M,1,New_york
269245,Terrance,Raman,20-05-1971,Married,M,4,seattle
268263,Sydney,Garcia,20-05-1971,Married,F,1,New_york
270478,Jose,Patterson,20-05-1971,Single,F,7,Detroit
272729,Zachary,Anderson,21-05-1971,Married,F,2,Dallas
272839,Elijah,Ross,22-05-1971,Single,F,8,Kansas_City
270150,Rafael,Xie,22-05-1971,Married,F,8,Kansas_City
273963,Jaime,Moreno,24-05-1971,Married,F,7,Detroit
269844,Julian,Griffin,25-05-1971,Married,F,9,California
275174,Andy,Alvarez,27-05-1971,Single,F,10,Milwaukee
266931,Ryan,Thompson,29-05-1971,Married,F,4,seattle
273146,Samantha,Jenkins,4/6/1971,Married,M,5,Anaheim
267995,Deanna,Ramos,4/6/1971,Single,M,4,seattle
270036,Emily,Miller,4/6/1971,Married,M,8,Kansas_City
268301,Nicole,Brown,5/6/1971,Married,F,1,New_york
268200,Carla,Raman,5/6/1971,Married,F,1,New_york
274412,Shaun,Raji,6/6/1971,Married,F,4,seattle
267852,Jerome,Romero,7/6/1971,Married,F,9,California
267639,Frank,Navarro,7/6/1971,Married,M,8,Kansas_City
274837,Dennis,She,9/6/1971,Single,F,3,New_Jersey
273383,Melody,Munoz,11/6/1971,Married,F,6,Chicago
274632,Randy,Zeng,13-06-1971,Married,F,3,New_Jersey
273397,Marshall,Wang,14-06-1971,Married,F,5,Anaheim
274406,Arthur,Carlson,15-06-1971,Married,F,1,New_york
267849,Jessie,Jimenez,17-06-1971,Married,F,3,New_Jersey
271331,Robin,Ramos,18-06-1971,Single,F,9,California
274662,Deanna,Gutierrez,20-06-1971,Single,M,7,Detroit
271827,Roy,Navarro,21-06-1971,Married,M,3,New_Jersey
270119,Shawn,Rai,23-06-1971,Married,F,2,Dallas
267452,Mindy,Luo,24-06-1971,Married,F,5,Anaheim
267395,Cara,Zhou,24-06-1971,Married,M,6,Chicago
271915,Anne,Ramos,24-06-1971,Single,F,7,Detroit
272098,Raymond,Rodriguez,25-06-1971,Married,F,4,seattle
267001,Carrie,Ortega,27-06-1971,Single,F,6,Chicago
268363,Deanna,Suarez,29-06-1971,Married,M,10,Milwaukee
268840,Roberto,Gutierrez,29-06-1971,Married,M,8,Kansas_City
270586,Terrence,Carson,29-06-1971,Single,M,2,Dallas
272162,Ramon,Ye,3/7/1971,Single,F,5,Anaheim
269473,Cynthia,Malhotra,4/7/1971,Single,M,4,seattle
269756,Jarrod,Prasad,4/7/1971,Single,M,3,New_Jersey
271445,Tyrone,Serrano,5/7/1971,Single,F,3,New_Jersey
271345,Cindy,Ramos,6/7/1971,Married,F,8,Kansas_City
273527,Damien,Shan,7/7/1971,Married,F,2,Dallas
269357,Julian,Ross,8/7/1971,Single,M,9,California
273924,Jennifer,Collins,9/7/1971,Single,F,7,Detroit
268629,Brittney,Sun,10/7/1971,Single,F,9,California
274084,Virginia,Patel,10/7/1971,Married,F,5,Anaheim
270259,Calvin,Nara,10/7/1971,Married,M,5,Anaheim
270764,Edward,Miller,11/7/1971,Single,M,1,New_york
268197,Ashlee,Tang,11/7/1971,Married,M,3,New_Jersey
271492,Alicia,Xu,11/7/1971,Married,F,5,Anaheim
267634,Lacey,Jai,11/7/1971,Married,M,5,Anaheim
270818,Wendy,Romero,14-07-1971,Single,F,1,New_york
274663,Carly,Luo,15-07-1971,Married,F,1,New_york
270378,Jimmy,Ortega,18-07-1971,Single,F,2,Dallas
273445,Francisco,Martinez,18-07-1971,Married,M,2,Dallas
270922,Lance,Vazquez,21-07-1971,Single,F,7,Detroit
274504,David,Robinett,24-07-1971,Married,F,5,Anaheim
274295,Shannon,Liang,25-07-1971,Single,F,1,New_york
267815,Gary,Vazquez,26-07-1971,Married,F,10,Milwaukee
268385,Mitchell,Kumar,27-07-1971,Single,M,4,seattle
269058,Meredith,Raman,29-07-1971,Married,M,8,Kansas_City
273997,Edward,Patterson,29-07-1971,Married,M,3,New_Jersey
269035,Marie,Gill,29-07-1971,Married,M,2,Dallas
273868,Tiffany,Wang,2/8/1971,Married,M,2,Dallas
269764,Miguel,Allen,3/8/1971,Single,M,5,Anaheim
273456,Jaclyn,Cai,4/8/1971,Married,M,6,Chicago
267914,Megan,Ramirez,6/8/1971,Single,M,8,Kansas_City
269244,Joseph,Martin,8/8/1971,Married,F,8,Kansas_City
274177,Karl,Shan,8/8/1971,Single,M,5,Anaheim
268916,Christine,Raji,10/8/1971,Single,F,6,Chicago
269315,Lindsay,Xie,12/8/1971,Single,M,2,Dallas
272893,Willie,Zhao,12/8/1971,Single,M,10,Milwaukee
272094,Kurt,Pal,12/8/1971,Single,F,7,Detroit
271027,George,McDonald,13-08-1971,Single,M,8,Kansas_City
271122,Beth,Gutierrez,16-08-1971,Single,M,2,Dallas
268700,Ian,Lopez,18-08-1971,Married,F,3,New_Jersey
275104,Latoya,Shan,18-08-1971,Single,M,3,New_Jersey
271863,Colin,Nath,19-08-1971,Single,M,1,New_york
271784,Brenda,Mehta,22-08-1971,Single,M,3,New_Jersey
274488,Franklin,Raji,24-08-1971,Single,M,7,Detroit
273518,Linda,Navarro,25-08-1971,Married,F,8,Kansas_City
271636,Kelli,Cai,29-08-1971,Married,M,9,California
268099,Nancy,Schmidt,1/9/1971,Single,M,5,Anaheim
275148,Megan,Taylor,3/9/1971,Single,F,4,seattle
268108,Bonnie,Goel,3/9/1971,Single,M,7,Detroit
266854,Latoya,Xu,4/9/1971,Married,M,5,Anaheim
273986,Mario,She,7/9/1971,Married,M,9,California
268786,Darren,Gill,7/9/1971,Married,F,10,Milwaukee
268453,Jacqueline,Hayes,9/9/1971,Single,M,3,New_Jersey
270203,Maurice,Goel,11/9/1971,Married,M,4,seattle
267807,Devin,Ross,11/9/1971,Married,M,7,Detroit
270154,Sydney,Bryant,16-09-1971,Single,F,4,seattle
274268,Megan,Stewart,21-09-1971,Married,M,9,California
268698,Ian,Richardson,4/10/1971,Single,M,5,Anaheim
274927,Randy,She,6/10/1971,Single,M,3,New_Jersey
270451,Katrina,Becker,7/10/1971,Married,F,10,Milwaukee
273563,Lacey,Zheng,8/10/1971,Married,F,6,Chicago
267545,Rafael,Hu,9/10/1971,Single,M,8,Kansas_City
273318,Kyle,Scott,12/10/1971,Married,F,4,seattle
271179,Jordan,Turner,12/10/1971,Married,F,5,Anaheim
270861,Amy,Sun,14-10-1971,Married,M,4,seattle
271679,Dustin,Deng,15-10-1971,Married,F,5,Anaheim
268021,Jasmine,Stewart,18-10-1971,Married,F,10,Milwaukee
272062,Pamela,Garcia,19-10-1971,Married,F,5,Anaheim
274629,Ariana,Gray,20-10-1971,Married,M,5,Anaheim
273502,Kristopher,Mehta,21-10-1971,Married,M,3,New_Jersey
275033,Desiree,Dominguez,21-10-1971,Married,F,10,Milwaukee
270254,Deanna,Perez,24-10-1971,Single,F,7,Detroit
267621,Marco,Lopez,26-10-1971,Married,F,7,Detroit
272082,Casey,Yuan,27-10-1971,Married,M,5,Anaheim
274802,Bryant,Garcia,28-10-1971,Married,F,9,California
275190,Dominique,Prasad,2/11/1971,Married,M,6,Chicago
268347,Maurice,Shan,3/11/1971,Married,M,6,Chicago
273618,Andre,Lopez,3/11/1971,Married,F,9,California
275108,Robin,Romero,4/11/1971,Single,F,8,Kansas_City
268346,Taylor,Cox,4/11/1971,Married,F,7,Detroit
274279,Alfredo,Moreno,6/11/1971,Married,M,2,Dallas
267658,Jenny,Nara,7/11/1971,Married,F,5,Anaheim
273036,Janet,Munoz,9/11/1971,Married,F,2,Dallas
274522,Sergio,Weber,10/11/1971,Married,M,7,Detroit
